,train loss,true loss,val acc
129,387.8353982567787,498.844673037529,0.4695
130,386.83862006664276,500.28280448913574,0.473
131,387.21279871463776,500.77025616168976,0.4675
132,386.45160019397736,498.9088203907013,0.4665
133,386.8968495130539,502.33881163597107,0.4615
134,385.7820279598236,497.0630683898926,0.4695
135,385.4604164958,498.97833609580994,0.4655
136,385.5325742959976,498.3732843399048,0.4655
137,385.76282888650894,496.6719207763672,0.4715
138,384.5992938876152,497.444229722023,0.469
139,385.1577996611595,497.2657824754715,0.4685
140,384.4736368060112,493.96845614910126,0.4755
141,383.69914150238037,497.05321407318115,0.4695
142,383.5024215579033,499.38969230651855,0.4625
143,384.3436141014099,497.91985845565796,0.461
144,383.6444815993309,495.87132382392883,0.468
145,383.12262707948685,492.217941403389,0.4665
146,383.6943169236183,496.6559418439865,0.4605
147,382.2391867041588,495.95231688022614,0.4635
148,381.87202340364456,493.702849149704,0.4625
149,381.0186787247658,493.2838793992996,0.481
150,381.5741656422615,493.1480995416641,0.4675
151,380.524521112442,493.1696561574936,0.469
152,379.37964004278183,493.54129230976105,0.466
153,379.9024838209152,493.13047540187836,0.4655
154,379.96377259492874,492.33703446388245,0.4665
155,379.63468730449677,491.89639818668365,0.469
156,380.4440755844116,492.5369144678116,0.46
157,379.8889089226723,490.12534487247467,0.466
158,379.05615282058716,493.8344428539276,0.4605
159,379.2245216369629,490.9876899719238,0.475
160,379.6702011227608,489.83185386657715,0.471
161,377.2304999232292,491.7718359231949,0.47
162,377.95741099119186,489.14892756938934,0.4705
163,377.89063704013824,489.82760494947433,0.4685
164,378.2767770290375,491.8269410133362,0.464
165,377.1894904971123,489.05408358573914,0.465
166,376.71747839450836,488.2974327802658,0.4695
167,377.43447047472,492.0405133962631,0.4675
168,375.4433196783066,487.18547862768173,0.4655
169,375.95353078842163,488.8891174197197,0.467
170,375.75545358657837,489.946133852005,0.4675
171,374.74992299079895,488.39970630407333,0.4685
172,375.14039105176926,487.48976147174835,0.4645
173,375.6406353712082,486.8667643070221,0.4675
174,374.45824432373047,487.97734928131104,0.4695
175,374.48691695928574,490.2257070541382,0.46
176,373.20971047878265,489.77855294942856,0.4735
177,374.0309687256813,486.2876172065735,0.4695
178,374.58526092767715,484.2547632455826,0.4715
179,372.53238892555237,488.55064767599106,0.4655
180,373.41385209560394,484.8837163448334,0.4705
181,372.3517579436302,484.4339067339897,0.4565
182,372.91241282224655,486.059730052948,0.473
183,372.59802436828613,483.4761057496071,0.478
184,372.6033356189728,487.1864136457443,0.4735
185,372.18985080718994,482.99821692705154,0.4745
186,371.9741851091385,488.034684240818,0.457
187,372.05362570285797,486.46006894111633,0.4675
188,370.6981039047241,489.9217258691788,0.46
189,371.017314851284,483.0583827495575,0.4665
190,370.58697640895844,481.9001752734184,0.4635
191,370.7408055663109,486.12178337574005,0.464
192,369.59373754262924,481.18016934394836,0.4695
193,369.6919019818306,483.1503571867943,0.466
194,370.01866644620895,480.4965749979019,0.464
195,368.49487149715424,481.1100651025772,0.4645
196,369.0192669034004,483.8492748141289,0.461
197,369.13390213251114,480.5144787430763,0.4635
198,368.44586366415024,477.8075370192528,0.4655
199,369.25875425338745,479.1603463292122,0.468
200,368.31920343637466,480.08493798971176,0.4705
201,367.58835422992706,479.9616776108742,0.4675
202,367.77176666259766,479.41997385025024,0.471
203,367.61659133434296,478.75866800546646,0.473
204,366.57363390922546,481.3869507908821,0.4635
205,366.8776296377182,482.1727893948555,0.4665
206,367.0939110517502,481.05130153894424,0.4655
207,365.9144451022148,480.5682118535042,0.4655
208,366.02657663822174,476.3271755576134,0.468
209,365.38395315408707,480.03718119859695,0.466
210,365.9871535897255,476.44895511865616,0.4725
211,365.89082872867584,480.36183255910873,0.467
212,365.4977102279663,476.25568944215775,0.471
213,365.5602607727051,477.4596067070961,0.479
214,365.6709832549095,478.4662107825279,0.466
215,364.53479182720184,479.2554432749748,0.462
216,364.9519945383072,477.91125988960266,0.473
217,364.72818726301193,476.3699505329132,0.4585
218,362.95933216810226,477.43869495391846,0.4675
219,362.3312345147133,478.27904576063156,0.459
220,362.4371665716171,474.92649179697037,0.472
221,363.6193485856056,474.44914197921753,0.471
222,362.22364366054535,477.7573961019516,0.4695
223,362.9846462607384,474.0652815103531,0.46
224,361.8481365442276,474.0410117506981,0.4715
225,362.59354043006897,479.7301768064499,0.4645
226,360.0695168375969,477.15662401914597,0.4655
227,362.4093343615532,472.3394846320152,0.465
228,360.55178678035736,474.6607133746147,0.472
229,361.18470644950867,474.846785902977,0.4625
230,360.3423365354538,472.7743870019913,0.468
231,360.04376900196075,476.9747881889343,0.4655
232,359.40824657678604,475.5137942433357,0.47
233,360.231432557106,474.00744342803955,0.4715
234,360.4021646976471,472.4154617190361,0.4575
235,358.9839110970497,473.69328421354294,0.468
236,359.6346637606621,470.6242647767067,0.47
237,359.2765230536461,470.7865660786629,0.465
238,358.2010853290558,474.4658150076866,0.4635
239,358.84673446416855,473.5617996454239,0.471
240,357.92817014455795,468.0111312866211,0.479
241,357.23044234514236,470.63668036460876,0.477
242,356.4834563136101,472.2939108014107,0.473
243,357.3323265314102,468.42130547761917,0.483
244,357.9021410346031,474.2527447938919,0.4645
245,356.66440212726593,472.42953193187714,0.4655
246,355.68129909038544,472.12474197149277,0.464
247,356.41867995262146,469.9855444431305,0.465
248,354.8896225094795,472.49292957782745,0.469
249,355.8131341934204,469.7357993721962,0.4775
250,356.20922434329987,469.55838268995285,0.476
251,354.86319202184677,467.7279831171036,0.477
252,354.90128868818283,473.8174505829811,0.4635
253,354.48771810531616,471.25015610456467,0.457
254,353.68687611818314,469.5115566253662,0.4615
255,354.63820296525955,471.771850168705,0.467
256,354.5644145011902,469.3622159957886,0.467
257,353.93532478809357,469.44816052913666,0.474
258,354.01339411735535,466.20120775699615,0.4705
259,353.0319665670395,465.1298484802246,0.466
260,353.5427234172821,468.232151389122,0.465
261,353.00734359025955,465.25325334072113,0.465
262,352.84689033031464,465.0746067762375,0.47
263,352.26054203510284,463.7623630166054,0.4675
264,352.3174886107445,467.4051072001457,0.465
265,351.97129261493683,467.6695405244827,0.463
266,350.76662957668304,467.5076602101326,0.4705
267,351.27680617570877,460.4648572206497,0.4685
268,351.693935751915,464.3646437525749,0.467
269,350.9200045466423,466.81320828199387,0.4685
270,349.0992142558098,467.8050952553749,0.464
271,348.96278178691864,463.0768971443176,0.4635
272,350.2181823849678,463.3131714463234,0.464
273,350.6917122602463,462.51109981536865,0.469
274,350.5688352584839,462.5771061182022,0.466
275,349.93876516819,461.53697633743286,0.466
276,349.43186086416245,461.51671040058136,0.4685
277,349.3368284702301,461.70447796583176,0.4635
278,348.1084132194519,463.74098140001297,0.461
279,348.65005791187286,460.92830538749695,0.4645
280,346.99278461933136,460.8816964626312,0.4685
281,346.47412210702896,460.90480476617813,0.463
282,347.2496235370636,467.5386188030243,0.469
283,346.9343472123146,462.84388905763626,0.4635
284,347.93401020765305,461.15311872959137,0.4695
285,348.1695101261139,460.15878570079803,0.4625
286,347.4178357720375,466.3402733206749,0.462
287,346.65638214349747,461.8004070520401,0.471
288,345.18853306770325,459.8782247900963,0.4675
289,345.9842085838318,462.7010278701782,0.458
290,346.12753504514694,458.8824818134308,0.466
291,345.9801668524742,461.3946877717972,0.4665
292,345.12702947854996,457.3639388680458,0.4675
293,344.50863403081894,463.14746856689453,0.462
294,344.95426481962204,458.9958589076996,0.47
295,345.3772228360176,462.7266973853111,0.459
296,343.91597878932953,461.60034000873566,0.4675
297,344.1251662969589,460.4563631415367,0.4575
298,343.9906385540962,459.4979439973831,0.469
299,343.5303429365158,459.15017879009247,0.4655
300,344.4105397462845,465.2680168747902,0.4555
301,343.05339765548706,463.2025309205055,0.457
302,344.39950358867645,458.9119104743004,0.463
303,342.45346081256866,456.95009809732437,0.4615
304,343.3384498357773,462.2870874404907,0.456
305,343.05213445425034,459.5603896379471,0.463
306,342.2766823172569,455.67139518260956,0.472
307,341.8390324115753,456.9023788571358,0.4645
308,341.9306836128235,456.4080959558487,0.47
309,342.2107644081116,463.2446711063385,0.4655
310,340.69594967365265,458.1823191046715,0.4515
311,340.2325887084007,458.331369638443,0.4605
312,341.7727565765381,456.91231805086136,0.4635
313,340.13045543432236,450.45275086164474,0.4695
314,339.89639949798584,459.6787584424019,0.4665
315,339.2835043668747,452.2023966908455,0.4605
316,339.13919073343277,455.02595245838165,0.4645
317,340.3799429535866,455.3223229646683,0.463
318,339.9408126473427,456.20225685834885,0.458
319,339.511770427227,453.18412613868713,0.46
320,339.0135232806206,456.4327005147934,0.4695
321,338.33140271902084,452.91543412208557,0.464
322,337.71473878622055,455.4118262529373,0.465
323,337.6839947104454,450.2113610506058,0.465
324,337.41526901721954,453.29147601127625,0.463
325,336.6716469526291,450.95431941747665,0.461
326,336.8639552593231,453.25596725940704,0.4585
327,336.27020651102066,451.97876447439194,0.4615
328,338.0616938471794,458.7834127545357,0.464
329,336.8106188774109,450.62643325328827,0.4665
330,336.6781165599823,455.4506272673607,0.4585
331,335.95746648311615,451.89275604486465,0.4735
332,334.62922644615173,449.68303894996643,0.4645
333,335.11173564195633,451.58717918395996,0.454
334,334.820659160614,450.39832788705826,0.452
335,334.22649896144867,449.2042871117592,0.4605
336,336.03690844774246,449.9106313586235,0.4675
337,334.18526858091354,452.22262132167816,0.469
338,333.2757656574249,452.1534557938576,0.4575
339,333.0803682208061,446.34764635562897,0.462
340,333.70848709344864,449.4252207875252,0.4565
341,334.0986510515213,448.46083402633667,0.455
342,332.8281245827675,450.34510374069214,0.462
343,331.8362025618553,451.79585736989975,0.47
344,333.3405978679657,451.06178575754166,0.4615
345,333.1803408265114,450.6508085131645,0.463
346,332.2798429131508,447.14250963926315,0.4635
347,332.2361530661583,449.02485704421997,0.4605
348,330.3229586482048,449.9343327283859,0.4455
349,331.76323080062866,447.8166798353195,0.4615
350,332.373243868351,452.0993022918701,0.4605
351,331.9123238325119,451.08855479955673,0.466
352,331.471312046051,448.42503094673157,0.4575
353,329.38946521282196,444.962121963501,0.4575
354,330.3884938955307,445.72569131851196,0.4585
355,329.7987182736397,443.2549497485161,0.4685
356,330.2864812016487,449.85281133651733,0.457
357,330.18066668510437,449.29887503385544,0.4655
358,329.08037120103836,445.51982349157333,0.4605
359,328.6934652328491,449.6007449030876,0.4555
360,329.39854472875595,445.7964132428169,0.4605
361,328.2553197145462,450.9811401963234,0.4535
362,329.36589831113815,447.4127280116081,0.4635
363,327.51509910821915,444.2852005958557,0.4655
364,328.39819049835205,442.83671671152115,0.458
365,328.14549082517624,444.42897260189056,0.464
366,328.2932075858116,444.3000297546387,0.461
367,325.94845044612885,446.94108641147614,0.46
368,327.3597369194031,447.87741219997406,0.4665
369,327.3053081035614,450.9262511730194,0.4565
370,327.90657073259354,444.05158537626266,0.4685
371,325.2648013830185,450.01625484228134,0.466
372,325.94201439619064,445.2149416208267,0.461
373,325.6036227941513,444.60474640130997,0.4585
374,325.7811252474785,446.0854061245918,0.4585
375,325.27803814411163,446.63363671302795,0.462
376,325.56088423728943,444.94871443510056,0.4495
377,326.1137617826462,444.8444133400917,0.457
378,325.20381063222885,443.19594329595566,0.453
379,323.5601587295532,446.6007788181305,0.458
380,323.4564844965935,442.1322442293167,0.4675
381,324.47427147626877,444.93816804885864,0.46
382,322.87674164772034,446.6743361353874,0.467
383,323.9708785414696,445.93661826848984,0.462
384,323.89016699790955,449.05237168073654,0.454
385,323.31473022699356,437.88405269384384,0.4655
386,323.94915223121643,441.0014672279358,0.4655
387,321.51057505607605,438.60043358802795,0.4655
388,321.7489471435547,442.3578599691391,0.4565
389,321.5478522181511,438.5929902791977,0.46
390,322.5704497694969,441.7489241361618,0.4635
391,322.70541590452194,440.8892825245857,0.4595
392,322.0964881181717,439.8641105890274,0.458
393,321.05184704065323,440.55681532621384,0.4555
394,322.65189546346664,441.02002131938934,0.4645
395,320.6189542412758,444.2379252910614,0.459
396,321.18285578489304,439.9204748868942,0.461
397,320.91499799489975,442.5937192440033,0.46
398,319.9304360151291,442.6632981300354,0.4675
399,320.6201859116554,444.28319466114044,0.4655
400,321.4266776442528,442.0609229207039,0.459
401,318.99250543117523,438.8447313308716,0.4525
402,319.92564898729324,440.51369857788086,0.4635
403,318.29488056898117,439.5667459964752,0.466
404,318.53135031461716,438.1262410879135,0.452
405,318.43397402763367,442.0586923956871,0.459
406,316.9105358719826,438.34300071001053,0.457
407,317.9828417301178,439.29561710357666,0.463
408,318.81127697229385,439.7411222457886,0.4595
409,318.1831553578377,438.8609810471535,0.449
410,318.8114929795265,440.4888505935669,0.4655
411,317.75275868177414,437.78727632761,0.4675
412,318.1390799880028,444.3774002790451,0.452
413,318.25961869955063,438.70372968912125,0.464
414,316.9363012313843,438.0082657337189,0.4605
415,316.5848441720009,438.6324260830879,0.4635
416,315.9719877243042,438.6675427556038,0.461
417,316.90725284814835,438.80285173654556,0.464
418,316.40718841552734,437.61372566223145,0.4655
419,316.4417170882225,441.94598323106766,0.4635
420,314.8848748803139,437.47162955999374,0.4575
421,315.66469144821167,436.0736262202263,0.461
422,314.1682424545288,435.04325038194656,0.4585
423,314.7460988163948,434.7249720096588,0.4635
424,314.68319422006607,436.398357629776,0.4625
425,315.177037358284,435.96333664655685,0.4515
426,312.8797093629837,435.71557062864304,0.447
427,313.8286699652672,433.57740610837936,0.4585
428,312.9421820640564,435.2123501896858,0.457
429,313.5436227917671,439.9860601425171,0.4575
430,314.0546154975891,439.0168504714966,0.456
431,313.0507038831711,436.5212724804878,0.4535
432,313.26752042770386,436.82517701387405,0.455
433,313.6205000281334,436.57162058353424,0.45
434,312.44685077667236,435.1986945271492,0.454
435,311.39856964349747,433.3751344680786,0.4605
436,313.32052731513977,437.61911684274673,0.4525
437,310.43151158094406,436.3889371752739,0.45
438,310.9612945318222,437.0253236889839,0.448
439,311.31744557619095,434.3625825047493,0.4575
440,310.98017060756683,431.4741168022156,0.4505
441,311.5201622247696,437.3588659763336,0.46
442,310.91959697008133,430.2883190512657,0.455
443,309.5696364045143,442.10040217638016,0.4595
444,309.47811627388,434.4987510442734,0.4595
445,310.9823343157768,431.93780851364136,0.4505
446,308.978720664978,434.04567980766296,0.4495
447,308.43735963106155,437.3345167040825,0.4545
448,308.04638558626175,432.258505821228,0.452
449,308.6531683206558,434.2734316587448,0.451
450,309.8098883032799,437.0541210770607,0.4415
451,309.4113636612892,431.1519402861595,0.459
452,307.6589135527611,435.8029730319977,0.45
453,308.60916167497635,431.67429172992706,0.4405
454,308.05593794584274,435.5928379893303,0.4615
455,308.70244032144547,435.9023470878601,0.4455
456,307.96306586265564,434.9570161700249,0.4545
457,306.6976336836815,430.918272793293,0.4515
458,305.9132249355316,428.4718334674835,0.4565
459,306.97081512212753,431.0607689023018,0.457
460,306.5610948204994,434.6067399382591,0.4485
461,306.93795734643936,433.30953711271286,0.445
462,306.9563593864441,431.463319003582,0.4455
463,306.14499694108963,435.00497072935104,0.4425
464,307.0497857928276,430.24767220020294,0.4535
465,304.4938586950302,430.9182002544403,0.4435
466,306.10566675662994,431.6386690735817,0.4565
467,305.8873710632324,434.49852430820465,0.4555
468,306.2636929154396,431.90999633073807,0.449
469,303.2936667203903,427.9026449918747,0.4625
470,303.90212750434875,435.42066365480423,0.4525
471,304.47337049245834,429.9714821577072,0.458
472,304.75546956062317,428.7772945165634,0.45
473,303.8064903020859,432.4439549446106,0.458
474,303.4746965765953,429.6430647969246,0.453
475,303.28654050827026,428.31334203481674,0.461
476,303.4718454480171,428.0392879843712,0.45
477,301.86779272556305,430.05958366394043,0.4575
478,304.7800712585449,427.95666521787643,0.444
479,302.441064953804,428.3694557547569,0.4515
480,302.1974980831146,427.7856923341751,0.4565
481,303.2698753476143,430.0735005736351,0.4545
482,300.28092789649963,434.3524948358536,0.45
483,300.692973613739,429.50958758592606,0.458
484,299.97266989946365,433.13564425706863,0.4545
485,300.2472553253174,433.5952738523483,0.454
486,301.018269777298,430.9470754265785,0.4445
487,299.06910014152527,431.05187022686005,0.4575
488,300.5793699622154,425.79823207855225,0.448
489,299.15480959415436,426.0041728615761,0.452
490,301.31869554519653,428.0851970911026,0.449
491,299.91505867242813,427.2257382273674,0.4565
492,300.24542850255966,429.95208674669266,0.446
493,298.2761769294739,427.7353563904762,0.4475
494,299.04165518283844,431.2262579202652,0.4455
495,299.227008163929,425.48208051919937,0.445
496,300.7425054907799,433.8396194577217,0.453
497,299.689437687397,425.64578461647034,0.449
498,298.5500470995903,426.69292056560516,0.4425
499,297.5877388715744,429.22346007823944,0.4495
500,298.1596625447273,427.61720979213715,0.451
501,297.9432312846184,428.3673014640808,0.4555
502,297.28981417417526,425.07792204618454,0.4535
503,297.9134505391121,427.3008068203926,0.457
504,296.73938846588135,426.977192401886,0.4385
505,296.8052307963371,426.67626988887787,0.4375
506,297.2649148106575,426.7245052456856,0.4455
507,295.92073184251785,425.9214082956314,0.447
508,296.11572563648224,426.03452879190445,0.458
509,296.4921763539314,425.45379334688187,0.449
510,297.5153344273567,425.89021396636963,0.448
511,294.3532413840294,423.19793778657913,0.4615
512,294.7125241756439,426.8141248822212,0.457
513,296.4141502380371,425.8040717244148,0.4455
514,293.7713753581047,429.6936310529709,0.4395
515,295.7038642168045,429.5976248383522,0.454
516,295.2039271593094,425.7071727514267,0.4505
517,294.96303766965866,424.9785224199295,0.4615
518,295.1124287247658,430.72350025177,0.45
519,294.0550453066826,426.0694577097893,0.443
520,294.3981121778488,426.5870816707611,0.4515
521,293.5303643345833,430.9791386127472,0.4525
522,294.35057657957077,426.17264395952225,0.4505
523,293.69836604595184,424.6129215359688,0.446
524,293.87569135427475,427.4584394097328,0.461
525,293.0925129055977,423.2739106416702,0.455
526,291.71289950609207,428.71404242515564,0.444
527,292.68663388490677,423.81432151794434,0.4465
528,291.9263434410095,428.8498794436455,0.446
529,292.7336089015007,428.1710987687111,0.4525
530,292.21105974912643,421.1558493375778,0.4475
531,292.04889637231827,422.3643342256546,0.456
532,291.16089165210724,425.61670023202896,0.457
533,290.7301880121231,425.8099293708801,0.448
534,292.7201618552208,421.1407080888748,0.454
535,290.88225412368774,424.4230388402939,0.4425
536,290.3024942278862,420.8981274366379,0.446
537,291.2104621529579,427.8417247533798,0.4405
538,290.64430153369904,423.9414823651314,0.4515
539,290.4297224879265,421.62346667051315,0.4565
540,289.14598274230957,424.2221136689186,0.4445
541,289.99142849445343,425.65440875291824,0.4535
542,289.6639050245285,420.25707679986954,0.456
543,289.6298094391823,419.4483315348625,0.45
544,289.84929674863815,430.18041092157364,0.45
545,289.34030055999756,429.53071308135986,0.438
546,288.44653648138046,420.74475115537643,0.4465
547,290.81587344408035,426.42992520332336,0.442
548,286.88449692726135,424.63348603248596,0.4465
549,289.92682379484177,423.2808693051338,0.448
550,287.7248488366604,427.170328438282,0.4525
551,286.92612731456757,424.5633834004402,0.4525
552,286.6597961783409,427.6101096868515,0.4415
553,288.05314713716507,421.9085028767586,0.444
554,287.1386179924011,421.4303225874901,0.4445
555,287.5671365261078,426.7822270989418,0.4465
556,287.70324313640594,425.5585576891899,0.451
557,286.5927202999592,422.07245856523514,0.448
558,288.5791485905647,420.55840492248535,0.4505
559,285.3507205247879,423.66306084394455,0.44
560,285.44017028808594,423.9203824400902,0.4535
561,286.56329494714737,418.67890906333923,0.451
562,285.7150911986828,422.36228853464127,0.4535
563,285.9195596575737,428.6940340399742,0.44
564,286.33217936754227,417.3201944231987,0.455
565,284.8871564567089,419.372849881649,0.439
566,284.42751663923264,418.191014111042,0.457
567,283.9585103392601,423.33472096920013,0.442
568,285.1281577348709,418.6514657139778,0.4495
569,284.8631200790405,420.66730588674545,0.436
570,284.28224390745163,419.74943149089813,0.4455
571,282.72201669216156,421.7171615958214,0.4325
572,283.25377774238586,421.3477623462677,0.4505
573,283.68764984607697,420.97173392772675,0.444
574,283.1342375278473,418.9166280031204,0.4505
575,281.6370846629143,423.27997773885727,0.4405
576,281.969426214695,422.25913059711456,0.4535
577,281.74368566274643,417.5808837413788,0.4395
578,282.8013685941696,420.9227559566498,0.451
579,282.4502440690994,420.4200838804245,0.445
580,279.9569636583328,423.2531059384346,0.44
581,282.45341819524765,421.14246785640717,0.4375
582,281.255505412817,420.8027591109276,0.4525
583,281.70485281944275,420.9883522987366,0.4535
584,281.5936180949211,423.0874254107475,0.442
585,278.90199238061905,416.8964428305626,0.444
586,280.74560832977295,418.3152148127556,0.454
587,280.72659039497375,422.3469720482826,0.4455
588,281.0765499472618,424.42012155056,0.444
589,278.8237193822861,420.24006909132004,0.445
590,281.5166942477226,421.9662376642227,0.4335
591,279.8603309094906,422.1519305109978,0.4505
592,279.7699930667877,424.0383760333061,0.452
593,279.2011557817459,417.2145557999611,0.455
594,278.9111342430115,424.6614770889282,0.448
595,279.7428069114685,422.133041203022,0.448
596,280.06270283460617,421.7192510962486,0.448
597,279.3040847182274,420.9184499979019,0.446
598,278.0810386836529,423.424165725708,0.445
599,280.29019725322723,424.3519604206085,0.4565
600,277.5312730669975,418.5145509839058,0.4505
601,279.61475238204,425.0190235376358,0.4445
602,277.4313803911209,415.0655997991562,0.457
603,279.70015609264374,419.7064172029495,0.4495
604,277.8557839989662,418.98445093631744,0.452
605,280.233610868454,421.3455887436867,0.446
606,277.9841955900192,423.7321839928627,0.4435
607,276.4704695045948,422.04340875148773,0.4455
608,274.87131851911545,419.28547900915146,0.44
609,278.13076546788216,420.5922251343727,0.4375
610,277.125910282135,420.2413825392723,0.452
611,277.7502754330635,416.81493800878525,0.441
612,276.70563477277756,411.8018579483032,0.451
613,276.0667994618416,416.4246179461479,0.454
614,273.86894005537033,422.27540224790573,0.4415
615,275.34043967723846,421.6401771903038,0.436
616,275.73337733745575,415.08232671022415,0.446
617,274.965164065361,421.251678109169,0.436
618,276.95780473947525,415.99822705984116,0.4385
619,275.28648418188095,419.9086754322052,0.445
620,275.2957396507263,412.83978056907654,0.4495
621,276.3124796152115,417.5411298274994,0.4485
622,272.5203186869621,416.6931645870209,0.443
